Column1,Degree Centrality,Closeness Centrality,Betweeness Centrality,Pagerank Centrality
Autosomal recessive axonal neuropathy with neuromyotonia,0.000613749,0.498421847,0,2.41E-05
Autoimmune enteropathy and endocrinopathy-susceptibility to chronic infections syndrome,0.000613749,0.498421847,0,2.41E-05
Ataxia - pancytopenia,0.000613749,0.498421847,0,2.41E-05
HERNS syndrome,0.000613749,0.498421847,0,2.41E-05
Atypical Rett syndrome,0.000613749,0.498421847,0,2.41E-05
Autosomal dominant limb-girdle muscular dystrophy type 1C,0.000613749,0.498421847,0,2.41E-05
Acrokeratoelastoidosis of Costa,0.000613749,0.498421847,0,2.41E-05
Gitelman syndrome,0.000613749,0.498421847,0,2.41E-05
Hyperlipoproteinemia type 3,0.000613749,0.498421847,0,2.41E-05
Matthew-Wood syndrome,0.000613749,0.498421847,0,2.41E-05
Rare female infertility due to adrenal disorder of genetic origin,0.000613749,0.498421847,0,2.41E-05
Autosomal recessive cerebellar ataxia-epilepsy-intellectual disability syndrome due to TUD deficiency,0.000613749,0.498421847,0,2.41E-05
Meacham syndrome,0.000613749,0.498421847,0,2.41E-05
Intellectual disability - myopathy - short stature - endocrine defect,0.000613749,0.498421847,0,2.41E-05
Trichothiodystrophy,0.000613749,0.498421847,0,2.41E-05
Proximal symphalangism,0.000613749,0.498421847,0,2.41E-05
Autosomal recessive intermediate Charcot-Marie-Tooth disease type C,0.000613749,0.498421847,0,2.41E-05
Erythroderma desquamativum,0.000613749,0.498421847,0,2.41E-05
McLeod neuroacanthocytosis syndrome,0.000613749,0.498421847,0,2.41E-05
Hypochondroplasia,0.000613749,0.498421847,0,2.41E-05
Shprintzen-Goldberg syndrome,0.000613749,0.498421847,0,2.41E-05
Autosomal recessive spastic paraplegia type 55,0.000613749,0.498421847,0,2.41E-05
Persistent Müllerian duct syndrome,0.000613749,0.498421847,0,2.41E-05
Ovarian hyperstimulation syndrome,0.000613749,0.498421847,0,2.41E-05
Distal symphalangism,0.000613749,0.498421847,0,2.41E-05
Oculocutaneous albinism type 6,0.000613749,0.498421847,0,2.41E-05
Kniest dysplasia,0.000613749,0.498421847,0,2.41E-05
Autosomal dominant medullary cystic kidney disease with or without hyperuricemia,0.000613749,0.498421847,0,2.41E-05
Griscelli disease type 2,0.000613749,0.498421847,0,2.41E-05
Rhizomelic chondrodysplasia punctata type 1,0.000613749,0.498421847,0,2.41E-05
Megacystis-microcolon-intestinal hypoperistalsis syndrome,0.000613749,0.498421847,0,2.41E-05
Adult-onset multiple mitochondrial DNA deletion syndrome due to DGUOK deficiency,0.000613749,0.498421847,0,2.41E-05
Mayer-Rokitansky-Küster-Hauser syndrome,0.000613749,0.498421847,0,2.41E-05
Joubert syndrome with oculorenal defect,0.000613749,0.498421847,0,2.41E-05
Proximal spinal muscular atrophy type 4,0.000613749,0.498421847,0,2.41E-05
Pancreatic beta cell agenesis with neonatal diabetes mellitus,0.000613749,0.498421847,0,2.41E-05
Combined oxidative phosphorylation defect type 15,0.000613749,0.498421847,0,2.41E-05
Woolly hair-palmoplantar keratoderma-dilated cardiomyopathy syndrome,0.000613749,0.498421847,0,2.41E-05
Childhood-onset hypophosphatasia,0.000613749,0.498421847,0,2.41E-05
Diaphanospondylodysostosis,0.000613749,0.498421847,0,2.41E-05
Autosomal dominant childhood-onset proximal spinal muscular atrophy with contractures,0.000613749,0.498421847,0,2.41E-05
Late infantile CACH syndrome,0.000613749,0.498421847,0,2.41E-05
Eiken syndrome,0.000613749,0.498421847,0,2.41E-05
Short stature-optic atrophy-Pelger-Huët anomaly syndrome,0.000613749,0.498421847,0,2.41E-05
Inclusion body myopathy with Paget disease of bone and frontotemporal dementia,0.000613749,0.498421847,0,2.41E-05
Hypoplasminogenemia,0.000613749,0.498421847,0,2.41E-05
Lafora disease,0.000613749,0.498421847,0,2.41E-05
Severe combined immunodeficiency due to IKK2 deficiency,0.000613749,0.498421847,0,2.41E-05
"Glycogen storage disease due to glycogen branching enzyme deficiency, congenital neuromuscular form",0.000613749,0.498421847,0,2.41E-05
Autosomal recessive mendelian susceptibility to mycobacterial diseases due to a complete deficiency,0.000613749,0.498421847,0,2.41E-05
Severe congenital hypochromic anemia with ringed sideroblasts,0.000613749,0.498421847,0,2.41E-05
Liddle syndrome,0.000613749,0.498421847,0,2.41E-05
Hereditary neutrophilia,0.000613749,0.498421847,0,2.41E-05
Hemolytic anemia due to pyrimidine 5' nucleotidase deficiency,0.000613749,0.498421847,0,2.41E-05
Proximal tubulopathy - diabetes mellitus - cerebellar ataxia,0.000613749,0.498421847,0,2.41E-05
Hemophilia,0.000613749,0.498421847,0,2.41E-05
Enchondromatosis,0.000613749,0.498421847,0,2.41E-05
Reunion Island's Larsen syndrome,0.000613749,0.498421847,0,2.41E-05
Premature chromosome condensation with microcephaly and intellectual disability,0.000613749,0.498421847,0,2.41E-05
Baraitser-Winter syndrome,0.000613749,0.498421847,0,2.41E-05
regressive spondylometaphyseal dysplasia,0.000613749,0.498421847,0,2.41E-05
Spondylocamptodactyly syndrome,0.000613749,0.498421847,0,2.41E-05
T-B+ severe combined immunodeficiency due to JAK3 deficiency,0.000613749,0.498421847,0,2.41E-05
Monosomy 22q13,0.000613749,0.498421847,0,2.41E-05
Generalized juvenile polyposis/juvenile polyposis coli,0.000613749,0.498421847,0,2.41E-05
Qualitative or quantitative defects of merosin,0.000613749,0.498421847,0,2.41E-05
Short stature due to GHSR deficiency,0.000611763,0.498490255,0.003024427,2.41E-05
GM2 gangliosidosis,0.000611693,0.498421847,0,2.41E-05
Hereditary sensory and autonomic neuropathy type 6,0.000611693,0.498421847,0,2.41E-05
Aneurysm - osteoarthritis syndrome,0.000611693,0.498421847,0,2.41E-05
Kennedy disease,0.000611693,0.498421847,0,2.41E-05
X-linked mendelian susceptibility to mycobacterial diseases due to IKBKG deficiency,0.000611693,0.498421847,0,2.41E-05
"Hereditary cerebral hemorrhage with amyloidosis, Arctic type",0.000611693,0.498421847,0,2.41E-05
Premature aging appearance-developmental delay-cardiac arrhythmia syndrome,0.000611693,0.498421847,0,2.41E-05
Familial primary localized cutaneous amyloidosis,0.000611693,0.498421847,0,2.41E-05
Autosomal dominant severe congenital neutropenia,0.000611693,0.498421847,0,2.41E-05
Lysinuric protein intolerance,0.000611693,0.498421847,0,2.41E-05
Cornelia de Lange syndrome,0.000611693,0.498421847,0,2.41E-05
Primary failure of tooth eruption,0.000611693,0.498421847,0,2.41E-05
Odontoleukodystrophy,0.000611693,0.498421847,0,2.41E-05
Familial infantile bilateral striatal necrosis,0.000611693,0.498421847,0,2.41E-05
Epidermolytic ichthyosis,0.000611693,0.498421847,0,2.41E-05
Congenital myasthenic syndromes with glycosylation defect,0.000611693,0.498421847,0,2.41E-05
Galactosialidosis,0.000611693,0.498421847,0,2.41E-05
Congenital muscular dystrophy without intellectual disability,0.000611693,0.498421847,0,2.41E-05
Mitochondrial DNA deletion syndrome with progressive myopathy,0.000611693,0.498421847,0,2.41E-05
Paraplegia - intellectual disability - hyperkeratosis,0.000611693,0.498421847,0,2.41E-05
Naxos disease,0.000611693,0.498421847,0,2.41E-05
Autosomal dominant Robinow syndrome,0.000611693,0.498421847,0,2.41E-05
Disorder of catecholamine synthesis,0.000611693,0.498421847,0,2.41E-05
Nodular neuronal heterotopia,0.000611693,0.498421847,0,2.41E-05
CHST3-related skeletal dysplasia,0.000611693,0.498421847,0,2.41E-05
Multiple osteochondromas,0.000611693,0.498421847,0,2.41E-05
Ramsay-Hunt syndrome,0.000611693,0.498421847,0,2.41E-05
Congenital ichthyosis - intellectual disability - spastic quadriplegia,0.000611693,0.498421847,0,2.41E-05
Grant syndrome,0.000611693,0.498421847,0,2.41E-05
Rubinstein-Taybi syndrome due to EP300 haploinsufficiency,0.000611693,0.498421847,0,2.41E-05
Congenital lactase deficiency,0.000611693,0.498421847,0,2.41E-05
STT3B-CDG,0.000611693,0.498421847,0,2.41E-05
"46,XX testicular disorder of sex development",0.000611693,0.498421847,0,2.41E-05
Congenital factor XI deficiency,0.000611693,0.498421847,0,2.41E-05
Disorder of melanin metabolism,0.000611693,0.498421847,0,2.41E-05
Familial hyperaldosteronism type I,0.000611693,0.498421847,0,2.41E-05
COG5-CDG,0.000611693,0.498421847,0,2.41E-05
Autosomal dominant mendelian susceptibility to mycobacterial diseases due to a partial deficiency,0.000611693,0.498421847,0,2.41E-05
Diffuse cerebral and cerebellar atrophy-intractable seizures-progressive microcephaly syndrome,0.000611693,0.498421847,0,2.41E-05
Feingold syndrome type 1,0.000611693,0.498421847,0,2.41E-05
Familial intestinal malrotation - facial anomalies,0.000611693,0.498421847,0,2.41E-05
Nathalie syndrome,0.000611693,0.498421847,0,2.41E-05
Galactosemia,0.000611693,0.498421847,0,2.41E-05
T-B+ severe combined immunodeficiency due to gamma chain deficiency,0.000611693,0.498421847,0,2.41E-05
X-linked intellectual disability - cardiomegaly - congestive heart failure,0.000611693,0.498421847,0,2.41E-05
Odontohypophosphatasia,0.000611693,0.498421847,0,2.41E-05
"Hereditary cerebral hemorrhage with amyloidosis, Iowa type",0.000611693,0.498421847,0,2.41E-05
Achromatopsia,0.000611693,0.498421847,0,2.41E-05
WT limb-blood syndrome,0.000611693,0.498421847,0,2.41E-05
Neonatal severe primary hyperparathyroidism,0.000611693,0.498421847,0,2.41E-05
Qualitative or quantitative defects of beta-myosin heavy chain (MYH7),0.000611693,0.498421847,0,2.41E-05
Pulmonary venoocclusive disease,0.000611693,0.498421847,0,2.41E-05
Paroxysmal dystonic choreathetosis with episodic ataxia and spasticity,0.000611693,0.498421847,0,2.41E-05
Autosomal recessive hypophosphatemic rickets,0.000611693,0.498421847,0,2.41E-05
Congenital cataract - progressive muscular hypotonia - hearing loss - developmental delay,0.000611693,0.498421847,0,2.41E-05
Iminoglycinuria,0.000611693,0.498421847,0,2.41E-05
TMEM165-CDG,0.000611693,0.498421847,0,2.41E-05
Non-syndromic male infertility due to sperm motility disorder,0.000611693,0.498421847,0,2.41E-05
Continuous spikes and waves during sleep,0.000611693,0.498421847,0,2.41E-05
Rare male infertility due to adrenal disorder of genetic origin,0.000611693,0.498421847,0,2.41E-05
Wiedemann-Rautenstrauch syndrome,0.000611693,0.498421847,0,2.41E-05
"Congenital muscular dystrophy, Ullrich type",0.000611693,0.498421847,0,2.41E-05
"Glycogen storage disease due to glycogen branching enzyme deficiency, fatal perinatal neuromuscular form",0.000611693,0.498421847,0,2.41E-05
Fowler syndrome,0.000611693,0.498421847,0,2.41E-05
Brachydactyly,0.000611693,0.498421847,0,2.41E-05
Pure or complex autosomal recessive spastic paraplegia,0.000611693,0.498421847,0,2.41E-05
Epidermal nevus syndrome,0.000611693,0.498421847,0,2.41E-05
Joubert syndrome with ocular defect,0.000611693,0.498421847,0,2.41E-05
Progressive myoclonic epilepsy type 6,0.000611693,0.498421847,0,2.41E-05
Infantile epileptic-dyskinetic encephalopathy,0.000611693,0.498421847,0,2.41E-05
Dimethylglycine dehydrogenase deficiency,0.000611693,0.498421847,0,2.41E-05
Alkaptonuria,0.000611693,0.498421847,0,2.41E-05
Torg-Winchester syndrome,0.000611693,0.498421847,0,2.41E-05
Ondine syndrome,0.000611693,0.498421847,0,2.41E-05
Congenital disorder of glycosylation with developmental anomaly,0.000611693,0.498421847,0,2.41E-05
Anhidrotic ectodermal dysplasia - immunodeficiency - osteopetrosis - lymphedema,0.000611693,0.498421847,0,2.41E-05
Early-onset progressive neurodegeneration - blindness - ataxia - spasticity,0.000611693,0.498421847,0,2.41E-05
Immune dysregulation-polyendocrinopathy-enteropathy-X-linked syndrome,0.000611693,0.498421847,0,2.41E-05
Primary short bowel syndrome,0.000611693,0.498421847,0,2.41E-05
Mucopolysaccharidosis type 3,0.000611693,0.498421847,0,2.41E-05
Autosomal recessive mendelian susceptibility to mycobacterial diseases due to partial IFNgammaR2 deficiency,0.000611693,0.498421847,0,2.41E-05
Palmoplantar keratoderma-sclerodactyly syndrome,0.000611693,0.498421847,0,2.41E-05
Autosomal dominant prognathism,0.000611693,0.498421847,0,2.41E-05
Progeroid and marfanoid aspect-lipodystrophy syndrome,0.000611693,0.498421847,0,2.41E-05
Autosomal dominant spastic ataxia type 1,0.000611693,0.498421847,0,2.41E-05
Ectodermal dysplasia - syndactyly syndrome,0.000611693,0.498421847,0,2.41E-05
Hereditary vascular retinopathy,0.000611693,0.498421847,0,2.41E-05
Autosomal dominant aplasia and myelodysplasia,0.000611693,0.498421847,0,2.41E-05
N syndrome,0.000611693,0.498421847,0,2.41E-05
Hoyeraal-Hreidarsson syndrome,0.000611693,0.498421847,0,2.41E-05
Combined oxidative phosphorylation defect type 13,0.000611693,0.498421847,0,2.41E-05
Tietz syndrome,0.000611693,0.498421847,0,2.41E-05
Autosomal recessive limb-girdle muscular dystrophy due to ISPD deficiency,0.000611693,0.498421847,0,2.41E-05
Glycogen storage disease due to glycogen branching enzyme deficiency,0.000611693,0.498421847,0,2.41E-05
Lipoyl transferase 1 deficiency,0.000611693,0.498421847,0,2.41E-05
Partial deletion of the short arm of chromosome 11,0.000611693,0.498421847,0,2.41E-05
Deafness - lymphedema - leukemia,0.000611693,0.498421847,0,2.41E-05
Familial dilated cardiomyopathy with conduction defect due to LMNA mutation,0.000611693,0.498421847,0,2.41E-05
Congenital muscular dystrophy - infantile cataract - hypogonadism,0.000611693,0.498421847,0,2.41E-05
Thyroid ectopia,0.000610352,0.498421847,0,2.41E-05
facial paralysis,0.000580132,0.498421847,0,2.40E-05
tick-borne infectious disease,0.000580132,0.498421847,0,2.40E-05
endophthalmitis,0.000580132,0.498421847,0,2.40E-05
neurodevelopmental disorder-craniofacial dysmorphism-cardiac defect-hip dysplasia syndrome,0.000580132,0.498421847,0,2.40E-05
rare capillary malformation with associated anomalies,0.000580132,0.498421847,0,2.40E-05
"thrombocytopenia, X-linked, with or without dyserythropoietic anemia",0.000580132,0.498421847,0,2.40E-05
neoplasm of hypopharynx,0.000580132,0.498421847,0,2.40E-05
Liddle syndrome 2,0.000580132,0.498421847,0,2.40E-05
unclassified autoinflammatory syndrome,0.000580132,0.498421847,0,2.40E-05
Hypoplastic amelogenesis imperfecta,0.000580132,0.498421847,0,2.40E-05
early-onset zonular cataract,0.000580132,0.498421847,0,2.40E-05
facial cleft,0.000580132,0.498421847,0,2.40E-05
eosinophil disease,0.000580132,0.498421847,0,2.40E-05
rare non-malformative uterine adnexal disease,0.000580132,0.498421847,0,2.40E-05
impulse control disorder,0.000580132,0.498421847,0,2.40E-05
Kyphomelic dysplasia,0.000580132,0.498421847,0,2.40E-05
anal carcinoma,0.000580132,0.498421847,0,2.40E-05
choroidal sclerosis,0.000580132,0.498421847,0,2.40E-05
skull cancer,0.000580132,0.498421847,0,2.40E-05
Familial sick sinus syndrome,0.000580132,0.498421847,0,2.40E-05
fetal lower urinary tract obstruction,0.000580132,0.498421847,0,2.40E-05
megalencephaly (disease),0.000580132,0.498421847,0,2.40E-05
ureter neoplasm,0.000580132,0.498421847,0,2.40E-05
vulva cancer,0.000580132,0.498421847,0,2.40E-05
Pancreatic cysts,0.000580132,0.498421847,0,2.40E-05
Familial hypocalciuric hypercalcemia type 3,0.000580132,0.498421847,0,2.40E-05
"nevus, epidermal",0.000580132,0.498421847,0,2.40E-05
Short stature due to primary acid-labile subunit deficiency,0.000580132,0.498421847,0,2.40E-05
"Stickler syndrome, type I, nonsyndromic ocular",0.000580132,0.498421847,0,2.40E-05
X-linked progressive cerebellar ataxia,0.000580132,0.498421847,0,2.40E-05
Charcot-Marie-Tooth disease type 1F,0.000580132,0.498421847,0,2.40E-05
albinism,0.000580132,0.498421847,0,2.40E-05
"Czech dysplasia, metatarsal type",0.000580132,0.498421847,0,2.40E-05
autoimmune polyendocrinopathy,0.000580132,0.498421847,0,2.40E-05
Immunodeficiency due to a late component of complements deficiency,0.000580132,0.498421847,0,2.40E-05
thrombotic thrombocytopenic purpura,0.000580132,0.498421847,0,2.40E-05
neoplasm of neck,0.000580132,0.498421847,0,2.40E-05
fetal anticonvulsant syndrome,0.000580132,0.498421847,0,2.40E-05
uvea neoplasm,0.000580132,0.498421847,0,2.40E-05
nail disease,0.000580132,0.498421847,0,2.40E-05
thymoma type B,0.000580132,0.498421847,0,2.40E-05
desmoid tumor,0.000580132,0.498421847,0,2.40E-05
oropharynx squamous cell carcinoma,0.000580132,0.498421847,0,2.40E-05
Increased blood pressure,0.000580132,0.498421847,0,2.40E-05
vascular ectasia,0.000580132,0.498421847,0,2.40E-05
8q24.3 microdeletion syndrome,0.000580132,0.498421847,0,2.40E-05
Limb-girdle muscle weakness,0.000580132,0.498421847,0,2.40E-05
intestinal neuroendocrine tumor G1,0.000580132,0.498421847,0,2.40E-05
pericardial effusion (disease),0.000580132,0.498421847,0,2.40E-05
glycosylphosphatidylinositol biosynthesis defect 15,0.000580132,0.498421847,0,2.40E-05
childhood brain stem glioma,0.000580132,0.498421847,0,2.40E-05
Metabolic myopathy due to lactate transporter defect,0.000580132,0.498421847,0,2.40E-05
Perry syndrome,0.000580132,0.498421847,0,2.40E-05
cutaneous candidiasis,0.000580132,0.498421847,0,2.40E-05
Craniodiaphyseal dysplasia,0.000580132,0.498421847,0,2.40E-05
Hypocalcified amelogenesis imperfecta,0.000580132,0.498421847,0,2.40E-05
vaginal carcinoma,0.000580132,0.498421847,0,2.40E-05
duodenal ulcer,0.000573102,0.498490255,0,2.32E-05
Disorder of neutral amino acid transport,0.000573069,0.498421847,0,2.39E-05
Proximal myopathy with extrapyramidal signs,0.000573069,0.498421847,0,2.39E-05
Autoimmune lymphoproliferative syndrome with recurrent viral infections,0.000573069,0.498421847,0,2.39E-05
Partial deletion of chromosome 8,0.000573069,0.498421847,0,2.39E-05
14q11.2 microdeletion syndrome,0.000573069,0.498421847,0,2.39E-05
Early-onset spastic ataxia-neuropathy syndrome,0.000573069,0.498421847,0,2.39E-05
Fuhrmann syndrome,0.000573069,0.498421847,0,2.39E-05
Genetic urogenital tumor,0.000573069,0.498421847,0,2.39E-05
"Acromesomelic dysplasia, Maroteaux type",0.000573069,0.498421847,0,2.39E-05
Hypocalcemic rickets,0.000573069,0.498421847,0,2.39E-05
Isolated focal cortical dysplasia type II,0.000573069,0.498421847,0,2.39E-05
Dyschromatosis symmetrica hereditaria,0.000573069,0.498421847,0,2.39E-05
Metachromatic leukodystrophy,0.000573069,0.498421847,0,2.39E-05
Hereditary sensory and autonomic neuropathy type 1,0.000573069,0.498421847,0,2.39E-05
Fatal multiple mitochondrial dysfunction syndrome,0.000573069,0.498421847,0,2.39E-05
Autosomal recessive spastic paraplegia type 49,0.000573069,0.498421847,0,2.39E-05
Disorders of vitamin D metabolism,0.000573069,0.498421847,0,2.39E-05
Hall-Riggs syndrome,0.000573069,0.498421847,0,2.39E-05
Epileptic encephalopathy with global cerebral demyelination,0.000573069,0.498421847,0,2.39E-05
Bilateral polymicrogyria,0.000573069,0.498421847,0,2.39E-05
Hyperimmunoglobulinemia D with periodic fever,0.000573069,0.498421847,0,2.39E-05
Cenani-Lenz syndrome,0.000573069,0.498421847,0,2.39E-05
"Autosomal dominant osteosclerosis, Worth type",0.000573069,0.498421847,0,2.39E-05
X-linked intellectual disability - psychosis - macroorchidism,0.000573069,0.498421847,0,2.39E-05
"Hereditary cerebral hemorrhage with amyloidosis, Piedmont type",0.000573069,0.498421847,0,2.39E-05
Cerebroretinal vasculopathy,0.000573069,0.498421847,0,2.39E-05
Behavioral variant of frontotemporal dementia,0.000573069,0.498421847,0,2.39E-05
Disorder of lysosomal-related organelles,0.000573069,0.498421847,0,2.39E-05
Genito-palato-cardiac syndrome,0.000573069,0.498421847,0,2.39E-05
